2016-08-07 00:30:41,963 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@d9d5d3a: startup date [Sun Aug 07 00:30:41 GMT+08:00 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2016-08-07 00:30:42,818 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\activemq\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2016-08-07 00:30:42,880 | INFO  | PListStore:[C:\activemq\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2016-08-07 00:30:43,017 | INFO  | Apache ActiveMQ 5.13.4 (localhost, ID:CODEAI250C-55048-1470501042896-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2016-08-07 00:30:43,033 | INFO  | Listening for connections at: tcp://CODEAI250C:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2016-08-07 00:30:43,049 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2016-08-07 00:30:43,049 | INFO  | Listening for connections at: amqp://CODEAI250C:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2016-08-07 00:30:43,049 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2016-08-07 00:30:43,049 | INFO  | Listening for connections at: stomp://CODEAI250C:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2016-08-07 00:30:43,049 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2016-08-07 00:30:43,064 | INFO  | Listening for connections at: mqtt://CODEAI250C:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2016-08-07 00:30:43,064 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2016-08-07 00:30:43,217 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@36187cfb{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2016-08-07 00:30:43,296 | INFO  | Listening for connections at ws://CODEAI250C:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2016-08-07 00:30:43,296 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2016-08-07 00:30:43,296 | INFO  | Apache ActiveMQ 5.13.4 (localhost, ID:CODEAI250C-55048-1470501042896-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2016-08-07 00:30:43,296 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2016-08-07 00:30:43,781 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2016-08-07 00:30:44,019 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
